id,carat,cut,color,clarity,depth,table,x,y,z,price
343,0.31,Good,J,VS1,61.9,61.0,4.29,4.34,2.67,6.021
344,0.41,Ideal,E,VS1,60.8,56.0,4.84,4.8,2.93,7.051
345,0.91,Very Good,H,VS2,63.5,57.0,6.12,6.16,3.9,8.297
346,0.53,Ideal,F,VS1,61.5,56.0,5.26,5.22,3.22,7.526
347,0.52,Ideal,F,VS1,62.0,57.0,5.16,5.13,3.19,7.535
348,0.31,Ideal,G,VVS1,62.5,55.0,4.33,4.34,2.71,6.704
349,1.11,Ideal,E,SI2,62.0,57.0,6.67,6.63,4.12,8.342
350,0.28,Ideal,F,VVS2,61.1,57.0,4.22,4.26,2.59,6.465
351,0.38,Ideal,H,IF,60.0,60.0,4.71,4.76,2.84,6.97
352,0.31,Premium,F,VS2,62.3,59.0,4.29,4.34,2.69,6.438
353,1.0,Ideal,E,VS2,61.9,56.0,6.45,6.4,3.98,8.707
354,0.3,Fair,G,VS1,64.4,61.0,4.2,4.16,2.69,6.512
355,1.25,Ideal,G,VVS1,61.3,57.0,6.9,6.94,4.24,9.48
356,1.21,Premium,F,SI1,61.1,61.0,6.78,6.74,4.13,8.652
357,0.32,Very Good,G,VVS2,61.3,57.0,4.39,4.43,2.7,6.51
358,0.32,Premium,H,VS1,61.3,60.0,4.38,4.33,2.67,6.579
359,1.22,Ideal,F,SI2,62.5,56.2,6.81,6.85,4.27,8.764
360,0.71,Ideal,F,VS1,62.3,55.0,5.74,5.76,3.58,8.096
361,0.37,Very Good,E,VS2,61.1,57.0,4.63,4.66,2.84,6.698
362,1.5,Good,E,SI2,63.9,58.0,7.21,7.26,4.62,9.095
363,0.9,Good,F,SI2,58.0,57.0,6.34,6.41,3.7,8.235
364,1.11,Premium,D,I1,61.9,58.0,6.66,6.63,4.11,8.204
365,0.38,Ideal,E,VVS2,61.6,55.0,4.66,4.63,2.86,7.07
366,0.38,Ideal,E,VVS1,61.8,56.0,4.67,4.62,2.87,7.099
367,0.31,Ideal,D,SI1,62.6,56.0,4.33,4.36,2.72,6.347
368,1.25,Premium,I,VS2,61.0,59.0,6.98,6.89,4.23,8.713
369,1.7,Very Good,J,VS1,62.9,58.0,7.54,7.67,4.79,9.227
370,0.6,Very Good,D,SI1,60.3,58.0,5.44,5.51,3.3,7.483
371,1.02,Very Good,H,VS2,62.4,57.0,6.35,6.4,3.98,8.624
372,0.73,Very Good,E,SI1,60.2,60.0,5.81,5.86,3.51,7.849
373,0.53,Premium,H,SI1,59.4,60.0,5.24,5.26,3.12,7.032
374,0.9,Ideal,E,SI2,62.1,56.0,6.25,6.19,3.86,8.244
375,0.42,Ideal,G,VS1,61.8,57.0,4.79,4.82,2.97,6.825
376,1.33,Premium,G,SI2,60.3,58.0,7.16,7.19,4.33,8.79
377,2.11,Ideal,H,SI2,60.0,56.0,8.43,8.35,5.03,9.411
378,0.36,Ideal,E,SI1,61.9,56.0,4.53,4.58,2.82,6.447
379,1.51,Good,H,VS2,63.5,60.0,7.24,7.27,4.61,9.271
380,1.03,Premium,I,SI1,62.0,58.0,6.47,6.43,4.0,8.372
381,0.3,Ideal,H,VVS2,61.7,54.0,4.34,4.31,2.67,6.654
382,0.41,Very Good,E,SI1,63.2,58.0,4.72,4.68,2.97,6.807
383,1.01,Ideal,G,VS2,60.1,55.0,6.53,6.58,3.94,8.781
384,0.74,Good,F,VVS1,58.4,60.0,6.03,6.06,3.53,8.375
385,0.7,Very Good,E,VS2,60.2,57.0,5.77,5.82,3.49,7.861
386,0.71,Very Good,E,VS2,59.9,59.0,5.79,5.83,3.48,8.024
387,1.43,Ideal,G,VS1,59.9,57.0,7.35,7.3,4.39,9.333
388,1.01,Good,G,SI1,64.2,56.0,6.38,6.26,4.05,8.328
389,0.9,Good,G,VVS2,63.6,58.0,6.1,6.11,3.88,8.517
390,0.34,Ideal,F,VS1,62.1,57.0,4.53,4.49,2.8,6.863
391,2.04,Premium,H,SI2,62.7,56.0,8.12,8.06,5.07,9.665
392,1.08,Premium,I,VS1,62.5,57.0,6.54,6.51,4.08,8.492
393,0.82,Ideal,G,SI2,61.6,56.0,5.98,6.04,3.7,7.898
394,1.1,Ideal,F,VS2,62.2,57.0,6.62,6.59,4.11,8.944
395,1.11,Ideal,D,SI2,61.3,56.0,6.68,6.74,4.12,8.721
396,0.81,Ideal,H,SI1,62.1,54.0,6.0,6.02,3.73,7.798
397,0.71,Very Good,E,VVS2,61.5,61.0,5.7,5.75,3.52,8.183
398,1.0,Ideal,E,VS2,62.9,55.0,6.4,6.36,4.01,8.835
399,1.27,Very Good,J,SI1,63.2,55.0,6.89,6.87,4.35,8.643
400,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,8.361
401,0.53,Ideal,G,VS1,61.8,55.0,5.22,5.17,3.21,7.503
402,2.03,Premium,G,SI1,61.9,59.0,8.14,8.09,5.02,9.637
403,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,8.11
404,0.31,Ideal,G,IF,61.2,56.0,4.36,4.4,2.68,6.792
405,0.27,Ideal,I,VS1,62.2,54.0,4.16,4.2,2.6,6.068
406,0.33,Ideal,G,SI2,61.9,56.0,4.41,4.45,2.74,6.073
407,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,6.347
408,0.36,Premium,E,SI2,60.6,59.0,4.57,4.61,2.78,6.225
409,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,6.522
410,0.3,Ideal,G,VVS2,62.2,57.0,4.25,4.3,2.66,6.485
411,0.4,Premium,E,VS1,61.8,56.0,4.77,4.74,2.94,7.026
412,0.4,Ideal,I,VVS2,62.2,55.0,4.72,4.76,2.95,6.845
413,0.3,Premium,G,VVS2,62.6,58.0,4.28,4.25,2.67,6.778
414,1.63,Very Good,F,SI1,59.7,62.0,7.65,7.73,4.59,9.416
415,0.42,Premium,G,VS1,60.6,58.0,4.95,4.82,2.96,6.892
416,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,7.653
417,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,6.719
418,1.11,Ideal,H,SI2,62.7,57.0,6.59,6.66,4.14,8.429
419,1.6,Premium,G,SI1,62.4,61.0,7.43,7.4,4.63,9.323
420,1.14,Premium,I,SI1,59.1,58.0,6.83,6.81,4.03,8.474
421,0.4,Ideal,G,VS1,62.2,56.0,4.74,4.72,2.94,7.026
422,0.31,Ideal,E,IF,61.9,54.0,4.38,4.41,2.72,6.895
423,0.78,Premium,F,VS1,61.5,58.0,5.93,5.98,3.66,8.145
424,0.9,Good,E,SI2,64.1,57.0,6.07,6.09,3.9,8.052
425,0.37,Good,E,VS1,63.3,56.0,4.58,4.61,2.91,6.707
426,0.4,Ideal,E,VVS2,61.7,55.0,4.74,4.76,2.93,7.054
427,0.3,Premium,H,VS1,62.2,60.0,4.29,4.23,2.65,6.515
428,0.35,Ideal,F,IF,60.9,56.0,4.54,4.56,2.77,6.942
429,0.42,Ideal,G,VVS1,61.7,55.0,4.78,4.84,2.97,7.072
430,0.31,Ideal,G,VVS1,62.1,55.0,4.34,4.39,2.71,6.671
431,1.1,Ideal,I,SI1,62.1,57.0,6.6,6.64,4.11,8.525
432,1.22,Premium,F,SI2,62.5,57.0,6.78,6.73,4.22,8.665
433,0.78,Ideal,F,SI2,59.7,57.0,6.01,5.98,3.58,7.796
434,1.0,Premium,D,SI1,62.1,61.0,6.32,6.3,3.92,8.61
435,0.4,Premium,F,VS1,60.4,61.0,4.77,4.74,2.87,6.957
436,0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,6.804
437,0.71,Good,G,SI1,64.1,58.0,5.6,5.63,3.6,7.714
438,0.9,Good,F,SI1,63.2,61.0,6.09,6.13,3.86,8.281
439,0.96,Premium,I,SI2,59.1,62.0,6.48,6.38,3.79,7.805
440,1.0,Very Good,H,SI1,62.0,54.0,6.43,6.47,4.0,8.516
441,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,6.515
442,2.04,Very Good,I,VS2,62.5,58.0,8.09,8.22,5.1,9.734
443,0.52,Good,E,VS2,58.3,61.0,5.26,5.31,3.08,7.422
444,0.42,Very Good,H,VVS1,63.9,56.0,4.73,4.75,3.03,6.949
445,0.38,Ideal,G,SI1,61.8,54.0,4.69,4.67,2.9,6.876
446,0.33,Ideal,F,IF,61.3,55.0,4.48,4.49,2.75,6.878
447,0.34,Ideal,F,VVS2,61.3,56.0,4.52,4.56,2.78,6.743
448,1.16,Ideal,G,SI2,61.9,56.0,6.77,6.73,4.18,8.511
449,0.89,Premium,H,SI2,62.2,59.0,6.17,6.15,3.83,7.867
450,1.04,Premium,G,SI1,61.4,57.0,6.56,6.5,4.01,8.534
451,0.26,Ideal,G,VVS2,61.4,56.0,4.11,4.14,2.53,6.301
452,0.5,Very Good,E,SI2,60.8,61.0,5.08,5.09,3.09,6.953
453,0.65,Ideal,D,VVS1,61.9,56.0,5.53,5.56,3.43,8.371
454,2.0,Very Good,J,VS2,61.9,60.0,7.95,8.04,4.95,9.575
455,0.5,Premium,E,VS2,61.4,58.0,5.12,5.07,3.13,7.465
456,1.0,Very Good,F,VS1,62.9,56.0,6.38,6.43,4.03,8.775
457,0.91,Premium,E,SI2,61.1,59.0,6.24,6.2,3.8,8.199
458,0.8,Very Good,F,SI1,63.5,58.0,5.89,5.85,3.73,8.033
459,0.31,Ideal,E,VVS2,61.6,57.0,4.33,4.37,2.68,6.704
460,0.31,Premium,I,VS1,60.8,59.0,4.41,4.37,2.67,6.443
461,0.77,Ideal,H,SI1,62.4,56.0,5.84,5.9,3.66,7.964
462,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,7.182
463,1.0,Premium,F,SI1,59.8,59.0,6.55,6.49,3.9,8.547
464,1.21,Ideal,G,VVS1,60.2,57.0,7.02,6.94,4.2,9.233
465,1.11,Premium,F,VS2,62.7,59.0,6.58,6.62,4.14,8.834
466,1.31,Premium,J,VS2,60.7,58.0,7.1,7.07,4.3,8.722
467,0.9,Premium,G,SI2,58.3,60.0,6.39,6.33,3.71,8.125
468,0.31,Ideal,I,SI1,62.1,54.0,4.37,4.39,2.72,6.078
469,1.13,Premium,H,SI1,61.4,59.0,6.73,6.68,4.12,8.583
470,0.71,Very Good,G,VS1,63.5,55.0,5.66,5.64,3.59,7.938
471,0.9,Good,F,SI2,63.9,55.0,6.15,6.12,3.92,8.147
472,0.9,Good,E,VVS1,63.4,60.0,6.06,6.11,3.86,8.884
473,1.64,Premium,E,SI1,61.8,59.0,7.55,7.51,4.65,9.465
474,0.61,Ideal,E,VS1,61.7,55.0,5.45,5.47,3.37,7.734
475,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,8.384
476,0.7,Good,E,SI2,56.9,61.0,5.85,5.9,3.34,7.492
477,0.9,Premium,E,SI1,61.1,58.0,6.22,6.26,3.81,8.32
478,0.43,Ideal,F,VS1,61.4,56.0,4.87,4.9,3.0,7.119
479,0.7,Ideal,E,VS2,61.5,56.0,5.73,5.68,3.51,7.986
480,0.74,Premium,G,SI2,63.0,56.0,5.77,5.75,3.63,7.782
481,0.31,Ideal,G,SI1,61.6,55.0,4.37,4.39,2.7,6.441
482,0.63,Good,F,VS1,61.6,60.7,5.46,5.52,3.38,7.691
483,0.4,Ideal,H,VVS2,61.4,55.7,4.72,4.77,2.92,6.808
484,0.72,Ideal,D,VS2,62.0,54.8,5.73,5.76,3.56,8.173
485,0.57,Very Good,D,VS2,62.5,59.0,5.28,5.32,3.31,7.466
486,0.36,Ideal,F,VS1,60.7,59.0,4.59,4.61,2.79,6.653
487,0.55,Good,H,SI1,63.6,55.0,5.23,5.18,3.31,7.141
488,0.55,Ideal,J,VS2,60.4,58.0,5.29,5.34,3.21,7.033
489,0.3,Very Good,I,SI1,62.6,57.0,4.25,4.28,2.67,6.004
490,0.54,Ideal,G,VVS2,61.9,57.0,5.22,5.25,3.24,7.591
491,0.9,Good,E,IF,63.6,56.0,6.11,6.02,3.86,8.825
492,1.19,Ideal,H,SI2,61.7,56.0,6.83,6.78,4.2,8.476
493,0.91,Very Good,G,VS2,64.0,56.6,6.09,6.15,3.92,8.32
494,1.5,Premium,F,VS2,62.0,53.0,7.37,7.33,4.56,9.511
495,0.35,Ideal,I,VS2,59.8,57.0,4.59,4.6,2.75,6.196
496,0.71,Very Good,F,SI2,59.5,58.0,5.82,5.87,3.48,7.663
497,0.61,Ideal,F,SI2,61.0,56.0,5.48,5.53,3.36,7.147
498,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,6.787
499,1.2,Ideal,I,I1,61.9,56.0,6.82,6.85,4.23,8.162
500,0.3,Very Good,H,VS1,63.3,56.0,4.3,4.26,2.71,6.515
501,1.2,Very Good,I,VS2,62.1,60.0,6.78,6.72,4.19,8.697
502,1.0,Premium,F,SI2,61.7,57.0,6.42,6.35,3.94,8.257
503,1.51,Very Good,I,VS1,61.8,63.0,7.28,7.34,4.52,9.156
504,0.3,Ideal,F,VS1,61.5,55.0,4.35,4.33,2.67,6.625
505,0.53,Ideal,F,VVS1,61.6,56.0,5.24,5.18,3.21,7.98
506,0.33,Very Good,F,VS1,59.1,60.0,4.48,4.52,2.66,6.649
507,0.6,Very Good,D,VS2,63.7,56.0,5.34,5.36,3.41,7.606
508,1.31,Premium,F,SI1,62.6,58.0,6.98,7.02,4.38,8.939
509,0.31,Ideal,E,VVS2,61.2,56.0,4.37,4.39,2.68,6.887
510,0.32,Premium,I,SI1,62.9,58.0,4.35,4.33,2.73,6.317
511,0.32,Good,H,VS1,63.1,57.0,4.34,4.37,2.75,6.33
512,0.4,Ideal,G,VS1,61.4,55.0,4.77,4.78,2.93,6.991
513,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,9.088
514,0.35,Premium,H,VS1,61.7,59.0,4.53,4.51,2.79,6.669
515,0.38,Very Good,G,VS1,61.9,54.0,4.65,4.69,2.89,6.541
516,1.04,Ideal,G,VVS2,62.5,55.0,6.53,6.47,4.06,9.058
517,0.9,Very Good,F,SI1,63.3,55.0,6.05,6.08,3.84,8.295
518,0.36,Ideal,D,VS2,61.6,56.0,4.57,4.55,2.81,6.998
519,0.33,Ideal,G,IF,61.7,58.0,4.42,4.46,2.74,6.875
520,0.3,Ideal,E,SI1,61.9,57.0,4.33,4.29,2.67,6.515
521,0.31,Ideal,H,SI1,62.9,56.0,4.31,4.27,2.7,6.324
522,1.31,Ideal,G,VS1,60.5,57.0,7.1,7.14,4.31,9.226
523,0.32,Ideal,J,IF,62.2,55.0,4.44,4.4,2.75,6.528
524,1.53,Very Good,H,SI2,60.6,63.0,7.43,7.38,4.49,8.794
525,0.23,Ideal,F,VVS2,61.6,54.0,3.97,3.99,2.45,6.477
526,0.34,Ideal,D,VS1,61.2,58.0,4.45,4.5,2.74,6.668
527,0.55,Premium,E,SI2,61.9,58.0,5.24,5.2,3.23,7.149
528,0.31,Ideal,E,VVS1,61.3,56.0,4.39,4.43,2.7,6.97
529,0.33,Premium,G,VS2,61.1,59.0,4.47,4.43,2.72,6.611
530,1.03,Ideal,G,VVS2,61.6,57.0,6.51,6.48,4.0,8.99
531,0.73,Ideal,G,IF,62.3,56.0,5.72,5.78,3.58,8.329
532,1.25,Ideal,G,VS2,61.5,58.0,6.88,6.93,4.25,9.136
533,0.8,Premium,F,VS2,62.4,59.0,5.92,5.85,3.67,8.097
534,0.7,Very Good,D,VS1,60.3,58.0,5.76,5.79,3.48,8.318
535,2.04,Premium,I,SI2,60.3,60.0,8.26,8.19,4.96,9.593
536,0.34,Very Good,H,VVS2,61.4,58.0,4.46,4.5,2.75,6.531
537,0.31,Premium,I,VS1,62.6,59.0,4.33,4.29,2.7,6.443
538,0.31,Premium,D,VS2,60.7,59.0,4.35,4.38,2.65,6.599
539,0.42,Ideal,G,VVS1,61.1,56.0,4.82,4.87,2.96,7.072
540,2.33,Good,G,SI2,63.9,60.0,8.37,8.3,5.32,9.491
541,1.07,Very Good,G,VS2,60.9,58.0,6.56,6.6,4.01,8.757
542,0.52,Ideal,D,VS2,62.6,56.0,5.11,5.14,3.21,7.508
543,0.53,Ideal,E,VVS2,61.8,55.0,5.16,5.19,3.2,7.797
544,0.3,Ideal,J,IF,61.5,57.0,4.29,4.36,2.66,6.192
545,1.0,Premium,G,VS2,62.2,58.0,6.54,6.49,3.94,8.707
546,0.4,Very Good,D,VVS2,58.4,60.0,4.81,4.84,2.82,6.884
547,0.3,Premium,E,VVS1,60.0,60.0,4.38,4.35,2.62,6.863
548,1.01,Good,E,SI1,63.6,60.0,6.38,6.32,4.04,8.561
549,0.34,Ideal,E,VS2,59.8,56.0,4.55,4.54,2.72,6.704
550,1.07,Ideal,J,SI1,61.5,55.0,6.58,6.62,4.06,8.572
551,1.69,Ideal,I,VS2,61.7,56.0,7.65,7.71,4.74,9.313
552,0.31,Ideal,G,IF,61.6,55.0,4.39,4.34,2.69,6.896
553,1.44,Fair,H,VS1,58.1,69.0,7.49,7.34,4.32,8.901
554,0.41,Ideal,F,SI1,62.6,54.0,4.74,4.78,2.98,6.567
555,0.52,Ideal,E,SI1,60.9,57.0,5.17,5.2,3.16,7.446
556,0.71,Premium,F,SI1,61.6,60.0,5.79,5.73,3.55,7.775
557,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,9.052
558,1.05,Premium,F,SI2,62.6,59.0,6.47,6.43,4.04,8.424
559,0.3,Good,G,VS1,63.4,55.0,4.26,4.32,2.72,6.337
560,1.02,Good,F,SI2,59.2,58.0,6.51,6.56,3.87,8.379
561,1.21,Ideal,F,VVS1,62.0,58.0,6.82,6.86,4.24,9.442
562,0.43,Ideal,G,VS1,61.9,55.0,4.84,4.86,3.0,6.849
563,1.27,Very Good,D,SI1,62.5,58.0,6.87,6.92,4.31,9.025
564,0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,6.802
565,0.33,Ideal,G,VVS1,62.2,57.0,4.46,4.41,2.76,7.016
566,0.28,Ideal,G,SI1,60.7,56.0,4.25,4.28,2.59,6.064
567,1.54,Ideal,G,VS2,61.2,56.0,7.43,7.47,4.56,9.532
568,1.92,Ideal,H,SI1,61.3,57.0,8.0,8.06,4.92,9.647
569,0.31,Ideal,G,VS1,62.5,57.0,4.37,4.34,2.72,6.687
570,1.7,Premium,F,VS1,58.5,60.0,7.83,7.76,4.56,9.82
571,0.55,Ideal,G,VS2,61.2,55.0,5.3,5.35,3.26,7.514
572,0.72,Good,F,VS1,59.4,61.0,5.82,5.89,3.48,7.971
573,0.8,Good,G,SI1,62.7,57.0,5.84,5.93,3.69,7.941
574,0.41,Premium,G,VS1,62.4,57.0,4.74,4.71,2.95,6.868
575,0.47,Ideal,I,VVS1,61.6,55.0,4.99,5.01,3.08,7.219
576,0.31,Premium,G,VS2,61.7,59.0,4.34,4.31,2.67,6.548
577,0.7,Good,F,SI1,59.7,64.0,5.71,5.74,3.42,7.757
578,0.32,Ideal,D,SI2,59.8,57.0,4.46,4.4,2.65,6.417
579,0.73,Ideal,G,VS1,61.2,56.0,5.82,5.85,3.57,8.186
580,0.32,Premium,G,SI2,61.0,59.0,4.42,4.36,2.68,6.292
581,0.55,Very Good,D,VS2,62.8,57.0,5.24,5.27,3.3,7.495
582,0.91,Premium,F,SI2,61.4,60.0,6.21,6.23,3.82,8.211
583,1.15,Ideal,J,VS1,61.5,55.0,6.81,6.76,4.17,8.547
584,0.32,Premium,E,VS2,60.5,58.0,4.44,4.48,2.7,6.554
585,1.72,Premium,H,SI2,59.8,59.0,7.77,7.74,4.64,9.283
586,0.9,Very Good,F,SI1,63.0,60.0,6.09,6.13,3.85,8.35
587,1.12,Premium,I,VS2,62.4,58.0,6.63,6.59,4.13,8.371
588,0.33,Premium,G,VVS2,60.6,58.0,4.5,4.47,2.72,6.872
589,0.36,Ideal,D,VS2,61.7,55.0,4.58,4.6,2.83,6.748
590,1.5,Good,G,SI2,64.3,57.0,7.2,7.29,4.66,8.993
591,0.26,Premium,E,VVS1,62.9,58.0,4.08,4.06,2.56,6.645
592,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,7.514
593,0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,6.654
594,0.34,Ideal,G,IF,61.7,55.0,4.5,4.48,2.77,6.988
595,1.02,Very Good,G,VS1,62.4,58.0,6.37,6.42,3.99,8.798
596,1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,8.83
597,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,5.951
598,0.74,Ideal,H,VS1,61.6,56.0,5.81,5.82,3.58,7.936
599,1.0,Very Good,I,SI2,62.4,63.0,6.44,6.35,3.99,8.094
600,1.01,Ideal,F,SI2,62.1,55.0,6.42,6.47,4.0,8.402
601,0.32,Good,H,SI1,63.7,55.0,4.33,4.3,2.75,6.382
602,1.5,Ideal,I,VS1,62.8,57.0,7.24,7.28,4.56,9.163
603,0.71,Very Good,I,VVS2,63.1,58.0,5.71,5.64,3.58,7.804
604,1.01,Very Good,G,SI2,62.7,58.0,6.32,6.43,4.0,8.242
605,2.01,Premium,G,SI2,59.4,58.0,8.19,8.15,4.85,9.653
606,0.81,Ideal,E,SI1,62.3,57.0,5.95,5.99,3.72,8.133
607,0.31,Good,E,SI1,63.4,55.0,4.32,4.33,2.74,6.299
608,0.7,Very Good,G,VS1,63.0,60.0,5.57,5.64,3.53,7.942
609,1.05,Ideal,D,SI2,61.9,56.0,6.5,6.53,4.03,8.539
610,1.01,Premium,F,SI1,61.8,59.0,6.34,6.41,3.94,8.497
611,1.32,Premium,I,SI2,61.3,59.0,7.01,6.95,4.28,8.628
612,0.52,Premium,E,SI1,61.8,60.0,5.18,5.15,3.19,7.393
613,0.77,Very Good,F,SI2,59.7,57.0,5.97,6.05,3.59,7.755
614,0.31,Very Good,G,VS2,62.9,56.0,4.28,4.34,2.71,6.299
615,0.56,Ideal,E,SI1,61.7,56.0,5.33,5.3,3.28,7.437
616,0.43,Ideal,E,VS2,62.1,56.0,4.83,4.87,3.01,6.889
617,0.32,Ideal,D,SI1,61.3,57.0,4.41,4.37,2.69,6.628
618,0.7,Ideal,D,SI2,60.3,56.0,5.73,5.77,3.47,7.784
619,1.52,Ideal,J,VVS2,62.6,58.0,7.32,7.34,4.59,9.163
620,0.73,Good,F,SI1,64.3,59.0,5.67,5.62,3.63,7.798
621,0.56,Ideal,D,VS1,62.6,59.0,5.24,5.31,3.3,7.682
622,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,7.672
623,0.71,Good,I,VS2,64.2,58.0,5.52,5.57,3.56,7.615
624,0.4,Very Good,E,SI1,60.9,56.0,4.76,4.8,2.91,6.603
625,0.4,Good,F,SI1,63.6,56.0,4.63,4.68,2.96,6.532
626,1.51,Ideal,H,SI1,62.8,55.0,7.32,7.29,4.59,9.259
627,0.7,Ideal,D,SI1,61.8,56.0,5.63,5.73,3.51,7.963
628,0.3,Very Good,F,VVS1,62.2,56.0,4.28,4.3,2.67,6.724
629,0.7,Ideal,E,SI2,61.9,57.0,5.66,5.69,3.51,7.782
630,1.58,Ideal,H,VS2,62.7,56.0,7.44,7.39,4.65,9.338
631,1.27,Ideal,F,SI1,61.8,57.0,6.96,6.89,4.28,8.659
632,1.26,Premium,H,SI1,62.2,58.0,6.93,6.87,4.29,8.804
633,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,8.245
634,1.31,Premium,I,VS2,61.9,59.0,7.02,6.98,4.33,8.752
635,0.53,Ideal,D,IF,61.5,54.0,5.27,5.21,3.22,8.165
636,0.3,Very Good,J,VS1,63.3,60.0,4.25,4.22,2.68,6.227
637,0.34,Premium,H,SI1,62.1,59.0,4.5,4.46,2.78,6.417
638,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,8.065
639,1.5,Fair,I,SI2,64.8,58.0,7.05,7.15,4.6,8.812
640,0.38,Ideal,F,IF,61.5,56.0,4.67,4.7,2.88,7.1
641,0.32,Premium,I,SI2,60.0,58.0,4.48,4.45,2.68,6.273
642,0.42,Premium,G,SI1,62.2,58.0,4.75,4.73,2.95,6.851
643,0.25,Ideal,E,VS2,62.1,57.0,4.01,4.05,2.5,6.282
644,0.4,Ideal,D,SI1,62.1,56.0,4.7,4.74,2.93,6.649
645,1.25,Ideal,J,VVS2,62.1,56.0,6.81,6.84,4.24,8.696
646,0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,7.783
647,1.4,Very Good,E,VS1,59.1,57.0,7.28,7.38,4.33,9.409
648,0.34,Ideal,D,VS2,62.1,55.0,4.49,4.46,2.78,6.828
649,2.53,Premium,H,SI1,62.1,59.0,8.83,8.73,5.45,9.812
650,1.24,Very Good,H,SI2,60.0,58.0,6.99,7.05,4.21,8.676
651,1.11,Fair,H,SI1,65.7,61.0,6.42,6.39,4.21,8.552
652,0.53,Ideal,G,VS2,61.2,56.0,5.19,5.22,3.19,7.363
653,0.41,Good,J,VS1,63.7,56.0,4.68,4.71,2.99,6.472
654,1.02,Premium,G,VS2,62.9,58.0,6.41,6.37,4.02,8.629
655,0.32,Premium,G,SI1,62.5,58.0,4.43,4.4,2.76,6.417
656,0.41,Premium,E,VS1,62.0,57.0,4.77,4.74,2.95,7.05
657,0.36,Ideal,F,SI1,62.7,57.0,4.56,4.53,2.85,6.503
658,0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,8.278
659,1.18,Good,G,SI1,58.0,59.0,6.98,7.03,4.06,8.816
660,1.03,Ideal,J,SI1,62.3,56.0,6.51,6.45,4.04,8.267
661,1.02,Premium,I,SI2,62.2,58.0,6.41,6.36,3.97,8.309
662,0.43,Ideal,G,VVS1,62.0,55.0,4.82,4.85,3.0,7.096
663,0.28,Very Good,F,VS2,61.7,58.0,4.17,4.19,2.58,6.188
664,0.3,Premium,G,VS2,61.8,60.0,4.29,4.25,2.64,6.446
665,0.78,Very Good,E,SI1,60.9,57.0,5.93,5.97,3.62,8.025
666,0.34,Premium,I,SI1,60.0,58.0,4.51,4.55,2.72,6.129
667,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,6.458
668,0.51,Ideal,G,VVS1,61.9,53.0,5.14,5.2,3.2,7.56
669,1.56,Ideal,I,SI1,61.4,56.0,7.47,7.42,4.57,9.089
670,0.41,Ideal,F,VS2,61.0,57.0,4.76,4.81,2.92,6.76
671,1.03,Ideal,G,SI2,61.8,55.0,6.5,6.52,4.02,8.491
672,0.42,Ideal,F,VS1,61.3,57.0,4.8,4.85,2.96,6.938
673,0.75,Premium,G,SI2,58.8,60.0,5.99,5.89,3.49,7.635
674,0.72,Very Good,E,SI2,59.8,58.0,5.84,5.86,3.5,7.76
675,1.19,Ideal,F,VS2,62.0,57.0,6.76,6.78,4.2,9.02
676,1.01,Premium,G,VS2,59.2,59.0,6.59,6.52,3.88,8.717
677,1.2,Ideal,D,VS2,61.4,56.0,6.88,6.79,4.2,9.204
678,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,7.881
679,1.41,Premium,G,SI1,59.5,59.0,7.35,7.3,4.36,9.078
680,1.01,Very Good,F,SI2,63.5,56.0,6.38,6.35,4.04,8.268
681,0.32,Premium,H,VVS2,62.2,58.0,4.38,4.33,2.71,6.65
682,0.4,Ideal,E,SI1,62.0,57.0,4.74,4.78,2.95,6.603
683,0.91,Premium,D,SI1,62.8,59.0,6.21,6.17,3.89,8.406
684,1.5,Fair,I,I1,69.7,56.0,6.94,6.9,4.82,8.456
685,0.23,Very Good,F,VVS2,61.6,57.0,3.96,3.99,2.45,6.368
686,0.3,Ideal,F,IF,62.0,56.0,4.3,4.34,2.68,6.853
